tf_idx,string_id,uniprot_id,name
377,3847.A0A0R0JEE2,A0A0R0JEE2,WRKY34
378,3847.A0A0R0JEI8,A0A0R0JEI8,A0A0R0JEI8
379,3847.A0A0R0JFR0,A0A0R0JFR0,A0A0R0JFR0
380,3847.A0A0R0JHC2,A0A0R0JHC2,A0A0R0JHC2
381,3847.A0A0R0JHC6,A0A0R0JHC6,A0A0R0JHC6
382,3847.A0A0R0JIS8,A0A0R0JIS8,A0A0R0JIS8
383,3847.A0A0R0JJ69,A0A0R0JJ69,A0A0R0JJ69
384,3847.A0A0R0JJA1,A0A0R0JJA1,A0A0R0JJA1
385,3847.A0A0R0JK30,A0A0R0JK30,A0A0R0JK30
386,3847.A0A0R0JK56,A0A0R0JK56,A0A0R0JK56
387,3847.A0A0R0JK88,A0A0R0JK88,A0A0R0JK88
388,3847.A0A0R0JKN8,A0A0R0JKN8,A0A0R0JKN8
389,3847.A0A0R0JKR9,A0A0R0JKR9,A0A0R0JKR9
390,3847.A0A0R0JKS9,A0A0R0JKS9,A0A0R0JKS9
391,3847.A0A0R0JL93,A0A0R0JL93,A0A0R0JL93
392,3847.A0A0R0JLC9,A0A0R0JLC9,A0A0R0JLC9
393,3847.A0A0R0JLK9,A0A0R0JLK9,A0A0R0JLK9
394,3847.A0A0R0JM03,A0A0R0JM03,A0A0R0JM03
395,3847.A0A0R0JN35,A0A0R0JN35,A0A0R0JN35
396,3847.A0A0R0JN45,A0A0R0JN45,A0A0R0JN45
397,3847.A0A0R0JNK4,A0A0R0JNK4,A0A0R0JNK4
398,3847.A0A0R0JNL1,A0A0R0JNL1,A0A0R0JNL1
399,3847.A0A0R0JPJ6,A0A0R0JPJ6,A0A0R0JPJ6
400,3847.A0A0R0JPU6,A0A0R0JPU6,A0A0R0JPU6
401,3847.A0A0R0JQA6,A0A0R0JQA6,A0A0R0JQA6
402,3847.A0A0R0JQF0,A0A0R0JQF0,A0A0R0JQF0
403,3847.A0A0R0JQR5,A0A0R0JQR5,A0A0R0JQR5
404,3847.A0A0R0JRB0,A0A0R0JRB0,A0A0R0JRB0
405,3847.A0A0R0JSK7,A0A0R0JSK7,A0A0R0JSK7
406,3847.A0A0R0JTU4,A0A0R0JTU4,A0A0R0JTU4
407,3847.A0A0R0JVS6,A0A0R0JVS6,A0A0R0JVS6
408,3847.A0A0R0JVW7,A0A0R0JVW7,A0A0R0JVW7
409,3847.A0A0R0JWA0,A0A0R0JWA0,A0A0R0JWA0
410,3847.A0A0R0JX39,A0A0R0JX39,A0A0R0JX39
411,3847.A0A0R0JXH0,A0A0R0JXH0,A0A0R0JXH0
412,3847.A0A0R0JXR9,A0A0R0JXR9,A0A0R0JXR9
413,3847.A0A0R0JXX8,A0A0R0JXX8,A0A0R0JXX8
414,3847.A0A0R0JY43,A0A0R0JY43,A0A0R0JY43
415,3847.A0A0R0JYR9,A0A0R0JYR9,A0A0R0JYR9
416,3847.A0A0R0JZ28,A0A0R0JZ28,A0A0R0JZ28
417,3847.A0A0R0JZA0,A0A0R0JZA0,A0A0R0JZA0
418,3847.A0A0R0JZA5,A0A0R0JZA5,A0A0R0JZA5
419,3847.A0A0R0JZK7,A0A0R0JZK7,A0A0R0JZK7
420,3847.A0A0R0K0F1,A0A0R0K0F1,A0A0R0K0F1
421,3847.A0A0R0K0L2,A0A0R0K0L2,A0A0R0K0L2
422,3847.A0A0R0K1S3,A0A0R0K1S3,A0A0R0K1S3
423,3847.A0A0R0K1W3,A0A0R0K1W3,A0A0R0K1W3
424,3847.A0A0R0K3J5,A0A0R0K3J5,A0A0R0K3J5
425,3847.A0A0R0K4X8,A0A0R0K4X8,A0A0R0K4X8
426,3847.A0A0R0K4Z4,A0A0R0K4Z4,A0A0R0K4Z4
427,3847.A0A0R0K544,A0A0R0K544,A0A0R0K544
428,3847.A0A0R0K547,A0A0R0K547,A0A0R0K547
429,3847.A0A0R0K5D1,A0A0R0K5D1,A0A0R0K5D1
430,3847.A0A0R0K5D9,A0A0R0K5D9,A0A0R0K5D9
431,3847.A0A0R0K5W0,A0A0R0K5W0,A0A0R0K5W0
432,3847.A0A0R0K6Z1,A0A0R0K6Z1,A0A0R0K6Z1
433,3847.A0A0R0K7P2,A0A0R0K7P2,A0A0R0K7P2
434,3847.A0A0R0K7T6,A0A0R0K7T6,A0A0R0K7T6
435,3847.A0A0R0K8J3,A0A0R0K8J3,A0A0R0K8J3
436,3847.A0A0R0K8K4,A0A0R0K8K4,A0A0R0K8K4
437,3847.A0A0R0K8U1,A0A0R0K8U1,A0A0R0K8U1
438,3847.A0A0R0K8X2,A0A0R0K8X2,A0A0R0K8X2
439,3847.A0A0R0KAJ2,A0A0R0KAJ2,A0A0R0KAJ2
440,3847.A0A0R0KB44,A0A0R0KB44,A0A0R0KB44
441,3847.A0A0R0KBZ5,A0A0R0KBZ5,A0A0R0KBZ5
442,3847.A0A0R0KC24,A0A0R0KC24,GMBRL1A
443,3847.A0A0R0KCL7,A0A0R0KCL7,A0A0R0KCL7
444,3847.A0A0R0KCT9,A0A0R0KCT9,A0A0R0KCT9
445,3847.A0A0R0KD14,A0A0R0KD14,A0A0R0KD14
446,3847.A0A0R0KDU7,A0A0R0KDU7,A0A0R0KDU7
447,3847.A0A0R0KF67,A0A0R0KF67,A0A0R0KF67
448,3847.A0A0R0KFL0,A0A0R0KFL0,A0A0R0KFL0
449,3847.A0A0R0KFP6,A0A0R0KFP6,A0A0R0KFP6
450,3847.A0A0R0KFP8,A0A0R0KFP8,A0A0R0KFP8
451,3847.A0A0R0KFS4,A0A0R0KFS4,A0A0R0KFS4
452,3847.A0A0R0KFT4,A0A0R0KFT4,A0A0R0KFT4
453,3847.A0A0R0KFY2,A0A0R0KFY2,A0A0R0KFY2
454,3847.A0A0R0KG11,A0A0R0KG11,A0A0R0KG11
455,3847.A0A0R0KG12,A0A0R0KG12,A0A0R0KG12
456,3847.A0A0R0KGH8,A0A0R0KGH8,A0A0R0KGH8
457,3847.A0A0R0KGP1,A0A0R0KGP1,A0A0R0KGP1
458,3847.A0A0R0KH09,A0A0R0KH09,A0A0R0KH09
459,3847.A0A0R0KH31,A0A0R0KH31,A0A0R0KH31
460,3847.A0A0R0KHK8,A0A0R0KHK8,A0A0R0KHK8
461,3847.A0A0R0KHZ9,A0A0R0KHZ9,A0A0R0KHZ9
462,3847.A0A0R0KI04,A0A0R0KI04,A0A0R0KI04
463,3847.A0A0R0KI95,A0A0R0KI95,A0A0R0KI95
464,3847.A0A0R0KJ06,A0A0R0KJ06,A0A0R0KJ06
465,3847.A0A0R0KJ22,A0A0R0KJ22,A0A0R0KJ22
466,3847.A0A0R0KJ29,A0A0R0KJ29,A0A0R0KJ29
467,3847.A0A0R0KJB3,A0A0R0KJB3,A0A0R0KJB3
468,3847.A0A0R0KJL9,A0A0R0KJL9,A0A0R0KJL9
469,3847.A0A0R0KKS8,A0A0R0KKS8,A0A0R0KKS8
470,3847.A0A0R0KL26,A0A0R0KL26,A0A0R0KL26
471,3847.A0A0R0KL34,A0A0R0KL34,A0A0R0KL34
472,3847.A0A0R0KMF3,A0A0R0KMF3,A0A0R0KMF3
473,3847.A0A0R0KN90,A0A0R0KN90,A0A0R0KN90
474,3847.A0A0R0KNA6,A0A0R0KNA6,A0A0R0KNA6
475,3847.A0A0R0KNC3,A0A0R0KNC3,A0A0R0KNC3
476,3847.A0A0R0KNM8,A0A0R0KNM8,A0A0R0KNM8
477,3847.A0A0R0KP29,A0A0R0KP29,A0A0R0KP29
478,3847.A0A0R0KPS9,A0A0R0KPS9,A0A0R0KPS9
479,3847.A0A0R0KQN1,A0A0R0KQN1,A0A0R0KQN1
480,3847.A0A0R0KQQ4,A0A0R0KQQ4,A0A0R0KQQ4
481,3847.A0A0R0KRL3,A0A0R0KRL3,A0A0R0KRL3
482,3847.A0A0R0KRM0,A0A0R0KRM0,A0A0R0KRM0
483,3847.A0A0R0KRT7,A0A0R0KRT7,A0A0R0KRT7
484,3847.A0A0R0KSP1,A0A0R0KSP1,A0A0R0KSP1
485,3847.A0A0R0KT16,A0A0R0KT16,A0A0R0KT16
486,3847.A0A0R0KTZ8,A0A0R0KTZ8,A0A0R0KTZ8
487,3847.A0A0R0KU70,A0A0R0KU70,A0A0R0KU70
488,3847.A0A0R0KUT0,A0A0R0KUT0,A0A0R0KUT0
489,3847.A0A0R0KUU2,A0A0R0KUU2,A0A0R0KUU2
490,3847.A0A0R0KWS7,A0A0R0KWS7,WRKY22
491,3847.A0A0R0KX74,A0A0R0KX74,A0A0R0KX74
492,3847.A0A0R0KXC5,A0A0R0KXC5,A0A0R0KXC5
493,3847.A0A0R0KXN8,A0A0R0KXN8,A0A0R0KXN8
494,3847.A0A0R0KY89,A0A0R0KY89,A0A0R0KY89
495,3847.A0A0R0KYC7,A0A0R0KYC7,A0A0R0KYC7
496,3847.A0A0R0KYS9,A0A0R0KYS9,A0A0R0KYS9
497,3847.A0A0R0KZQ6,A0A0R0KZQ6,A0A0R0KZQ6
498,3847.A0A0R0L077,A0A0R0L077,A0A0R0L077
499,3847.A0A0R0L105,A0A0R0L105,A0A0R0L105
500,3847.A0A0R0L285,A0A0R0L285,A0A0R0L285
501,3847.A0A0R0L477,A0A0R0L477,A0A0R0L477
502,3847.A0A0R0L4P2,A0A0R0L4P2,A0A0R0L4P2
503,3847.A0A0R0L4V1,A0A0R0L4V1,A0A0R0L4V1
504,3847.A0A0R0L6Z7,A0A0R0L6Z7,A0A0R0L6Z7
505,3847.A0A0R0L7H2,A0A0R0L7H2,A0A0R0L7H2
506,3847.A0A0R0L7Q8,A0A0R0L7Q8,A0A0R0L7Q8
507,3847.A0A0R0L914,A0A0R0L914,A0A0R0L914
508,3847.A0A0R0L9C7,A0A0R0L9C7,A0A0R0L9C7
509,3847.A0A0R0LA20,A0A0R0LA20,A0A0R0LA20
510,3847.A0A0R0LAC6,A0A0R0LAC6,A0A0R0LAC6
511,3847.A0A0R0LAI5,A0A0R0LAI5,A0A0R0LAI5
512,3847.A0A0R0LCR0,A0A0R0LCR0,A0A0R0LCR0
513,3847.A0A0R0LCV6,A0A0R0LCV6,A0A0R0LCV6
514,3847.A0A0R0LD71,A0A0R0LD71,A0A0R0LD71
515,3847.A0A0R0LEF9,A0A0R0LEF9,A0A0R0LEF9
516,3847.A0A0R0LEG4,A0A0R0LEG4,A0A0R0LEG4
517,3847.A0A0R0LEG5,A0A0R0LEG5,A0A0R0LEG5
518,3847.A0A0R0LEY2,A0A0R0LEY2,A0A0R0LEY2
519,3847.A0A0R0LF34,A0A0R0LF34,A0A0R0LF34
520,3847.A0A0R0LF54,A0A0R0LF54,A0A0R0LF54
521,3847.A0A0R0LFU2,A0A0R0LFU2,A0A0R0LFU2
522,3847.A0A0R0LGZ0,A0A0R0LGZ0,A0A0R0LGZ0
523,3847.A0A0R0LIG2,A0A0R0LIG2,A0A0R0LIG2
524,3847.A0A0R0LIQ4,A0A0R0LIQ4,A0A0R0LIQ4
525,3847.A0A0R0LKW8,A0A0R0LKW8,A0A0R0LKW8
526,3847.A0A0R0LLN5,A0A0R0LLN5,A0A0R0LLN5
527,3847.A0A0R0LM85,A0A0R0LM85,A0A0R0LM85
528,3847.A0A0R4J2M0,A0A0R4J2M0,A0A0R4J2M0
529,3847.A0A0R4J2Q3,A0A0R4J2Q3,A0A0R4J2Q3
530,3847.A0A0R4J2Q6,A0A0R4J2Q6,A0A0R4J2Q6
531,3847.A0A0R4J320,A0A0R4J320,A0A0R4J320
532,3847.A0A0R4J349,A0A0R4J349,A0A0R4J349
533,3847.A0A0R4J386,A0A0R4J386,A0A0R4J386
534,3847.A0A0R4J3F8,A0A0R4J3F8,A0A0R4J3F8
535,3847.A0A0R4J3G7,A0A0R4J3G7,A0A0R4J3G7
536,3847.A0A0R4J3G9,A0A0R4J3G9,A0A0R4J3G9
537,3847.A0A0R4J3H7,A0A0R4J3H7,A0A0R4J3H7
538,3847.A0A0R4J3H9,A0A0R4J3H9,A0A0R4J3H9
539,3847.A0A0R4J3I5,A0A0R4J3I5,GMIMT1
540,3847.A0A0R4J3I7,A0A0R4J3I7,A0A0R4J3I7
541,3847.A0A0R4J3J0,A0A0R4J3J0,A0A0R4J3J0
542,3847.A0A0R4J3M6,A0A0R4J3M6,GMMKK4
543,3847.A0A0R4J3N2,A0A0R4J3N2,A0A0R4J3N2
544,3847.A0A0R4J3N6,A0A0R4J3N6,A0A0R4J3N6
545,3847.A0A0R4J3S3,A0A0R4J3S3,A0A0R4J3S3
546,3847.A0A0R4J3V5,A0A0R4J3V5,MST1
547,3847.A0A0R4J3W0,A0A0R4J3W0,WRKY48
548,3847.A0A0R4J3X7,A0A0R4J3X7,A0A0R4J3X7
549,3847.A0A0R4J3Z4,A0A0R4J3Z4,A0A0R4J3Z4
550,3847.A0A0R4J446,A0A0R4J446,A0A0R4J446
551,3847.A0A0R4J494,A0A0R4J494,A0A0R4J494
552,3847.A0A0R4J499,A0A0R4J499,A0A0R4J499
553,3847.A0A0R4J4D4,A0A0R4J4D4,A0A0R4J4D4
554,3847.A0A0R4J4G1,A0A0R4J4G1,A0A0R4J4G1
555,3847.A0A0R4J4Q5,A0A0R4J4Q5,A0A0R4J4Q5
556,3847.A0A0R4J4U8,A0A0R4J4U8,A0A0R4J4U8
557,3847.A0A0R4J4Y0,A0A0R4J4Y0,A0A0R4J4Y0
558,3847.A0A0R4J4Y5,A0A0R4J4Y5,A0A0R4J4Y5
559,3847.A0A0R4J553,A0A0R4J553,MYB62
560,3847.A0A0R4J561,A0A0R4J561,A0A0R4J561
561,3847.A0A0R4J5C8,A0A0R4J5C8,A0A0R4J5C8
562,3847.A0A0R4J5F5,A0A0R4J5F5,A0A0R4J5F5
563,3847.A0A0R4J5N8,A0A0R4J5N8,MYB180
564,3847.A0A0R4J5V1,A0A0R4J5V1,A0A0R4J5V1
565,3847.A0A0R4J5V6,A0A0R4J5V6,A0A0R4J5V6
566,3847.A0A0R4J5X0,A0A0R4J5X0,WRKY10
567,3847.A0A0R4J614,A0A0R4J614,WRKY53
568,3847.A0A0R4J632,A0A0R4J632,A0A0R4J632
569,3847.A0A0R4J645,A0A0R4J645,A0A0R4J645
570,3847.A0A0R4J677,A0A0R4J677,A0A0R4J677
571,3847.A0A367GKN3,A0A367GKN3,GLYMA_U035800
572,3847.A0A368UGS1,A0A368UGS1,A0A368UGS1
573,3847.A0A368UGS3,A0A368UGS3,A0A368UGS3
574,3847.A0A368UGV8,A0A368UGV8,A0A368UGV8
575,3847.A0A368UGZ1,A0A368UGZ1,A0A368UGZ1
576,3847.A0A368UH38,A0A368UH38,A0A368UH38
577,3847.A0A368UH54,A0A368UH54,A0A368UH54
578,3847.A0A368UH62,A0A368UH62,A0A368UH62
579,3847.A0A368UHP1,A0A368UHP1,A0A368UHP1
580,3847.A0A368UHQ0,A0A368UHQ0,A0A368UHQ0
581,3847.A0A368UHR2,A0A368UHR2,A0A368UHR2
582,3847.A0A368UHZ0,A0A368UHZ0,A0A368UHZ0
583,3847.A0A368UI34,A0A368UI34,A0A368UI34
584,3847.A0A368UI44,A0A368UI44,A0A368UI44
585,3847.A0A368UI50,A0A368UI50,A0A368UI50
586,3847.A0A368UIF2,A0A368UIF2,A0A368UIF2
587,3847.A0A368UIG5,A0A368UIG5,A0A368UIG5
588,3847.A0A368UIH5,A0A368UIH5,A0A368UIH5
589,3847.A0A368UIH8,A0A368UIH8,A0A368UIH8
590,3847.A0A368UIN2,A0A368UIN2,A0A368UIN2
591,3847.A0A368UIV2,A0A368UIV2,A0A368UIV2
592,3847.A0A368UJF8,A0A368UJF8,A0A368UJF8
593,3847.A0A368UJQ1,A0A368UJQ1,A0A368UJQ1
594,3847.A0A368UK90,A0A368UK90,GMPHR19
595,3847.A0A368UKF4,A0A368UKF4,A0A368UKF4
596,3847.A0A368ULH0,A0A368ULH0,A0A368ULH0
597,3847.A0A368ULP3,A0A368ULP3,A0A368ULP3
598,3847.A0A368UM20,A0A368UM20,A0A368UM20
599,3847.A0A368UM47,A0A368UM47,A0A368UM47
600,3847.A0A368UMQ7,A0A368UMQ7,A0A368UMQ7
601,3847.A4ZGU1,A4ZGU1,bZIP10
602,3847.A5JUQ4,A5JUQ4,N479
603,3847.B0EW02,B0EW02,Dof10
604,3847.B0LUR5,B0LUR5,WRKY37
605,3847.B0LUR7,B0LUR7,WRKY56
606,3847.B0LUS2,B0LUS2,WRKY57
607,3847.B0LUS3,B0LUS3,WRKY58
608,3847.B0LUS5,B0LUS5,WRKY11
609,3847.B0M1A9,B0M1A9,B0M1A9_SOYBN
610,3847.B2ZGS0,B2ZGS0,NAC34
611,3847.B5KMS8,B5KMS8,LEC1-A
612,3847.B5KMS9,B5KMS9,LEC1-B
613,3847.C0JJG9,C0JJG9,C0JJG9_SOYBN
614,3847.C5NU12,C5NU12,GmMYB12a
615,3847.C6FF68,C6FF68,GMBRL2A
616,3847.C6FF72,C6FF72,C6FF72_SOYBN
617,3847.C6FF79,C6FF79,BRI1B
618,3847.C6SVD7,C6SVD7,GSTF5
619,3847.C6SVM0,C6SVM0,C6SVM0_SOYBN
620,3847.C6SVN6,C6SVN6,C6SVN6_SOYBN
621,3847.C6SVP4,C6SVP4,C6SVP4_SOYBN
622,3847.C6SW20,C6SW20,C6SW20_SOYBN
623,3847.C6SW46,C6SW46,DREB
624,3847.C6SX15,C6SX15,C6SX15_SOYBN
625,3847.C6SXY9,C6SXY9,C6SXY9_SOYBN
626,3847.C6SY34,C6SY34,C6SY34_SOYBN
627,3847.C6SY43,C6SY43,C6SY43_SOYBN
628,3847.C6SYN4,C6SYN4,C6SYN4_SOYBN
629,3847.C6SZE8,C6SZE8,C6SZE8_SOYBN
630,3847.C6SZI8,C6SZI8,C6SZI8_SOYBN
631,3847.C6SZL0,C6SZL0,C6SZL0_SOYBN
632,3847.C6T188,C6T188,GSTU1
633,3847.C6T1A2,C6T1A2,ZFP1
634,3847.C6T1T9,C6T1T9,C6T1T9_SOYBN
635,3847.C6T1X2,C6T1X2,C6T1X2_SOYBN
636,3847.C6T1X5,C6T1X5,BZIP73B
637,3847.C6T202,C6T202,C6T202_SOYBN
638,3847.C6T283,C6T283,ERF6
639,3847.C6T2I8,C6T2I8,C6T2I8_SOYBN
640,3847.C6T354,C6T354,C6T354_SOYBN
641,3847.C6T440,C6T440,C6T440_SOYBN
642,3847.C6T460,C6T460,GSTU4
643,3847.C6T4Y3,C6T4Y3,C6T4Y3_SOYBN
644,3847.C6T509,C6T509,C6T509_SOYBN
645,3847.C6T578,C6T578,C6T578_SOYBN
646,3847.C6T5S0,C6T5S0,C6T5S0_SOYBN
647,3847.C6T715,C6T715,C6T715_SOYBN
648,3847.C6T7H0,C6T7H0,C6T7H0_SOYBN
649,3847.C6T7K3,C6T7K3,C6T7K3_SOYBN
650,3847.C6T7V4,C6T7V4,C6T7V4_SOYBN
651,3847.C6T856,C6T856,GMPHR24
652,3847.C6T8I3,C6T8I3,MYB60
653,3847.C6T8R9,C6T8R9,C6T8R9_SOYBN
654,3847.C6T984,C6T984,MYB51
655,3847.C6T9Q9,C6T9Q9,C6T9Q9_SOYBN
656,3847.C6TAM5,C6TAM5,C6TAM5_SOYBN
657,3847.C6TAT2,C6TAT2,GSTU37
658,3847.C6TAY1,C6TAY1,SOMT2_SOYBN
659,3847.C6TBH0,C6TBH0,C6TBH0_SOYBN
660,3847.C6TBN2,C6TBN2,AKR1
661,3847.C6TCY3,C6TCY3,C6TCY3_SOYBN
662,3847.C6TCZ5,C6TCZ5,C6TCZ5_SOYBN
663,3847.C6TDG7,C6TDG7,C6TDG7_SOYBN
664,3847.C6TDI4,C6TDI4,C6TDI4_SOYBN
665,3847.C6TDN9,C6TDN9,WRKY6
666,3847.C6TDV2,C6TDV2,C6TDV2_SOYBN
667,3847.C6TE23,C6TE23,C6TE23_SOYBN
668,3847.C6TE39,C6TE39,C6TE39_SOYBN
669,3847.C6TE43,C6TE43,C6TE43_SOYBN
670,3847.C6TE65,C6TE65,C6TE65_SOYBN
671,3847.C6TEG0,C6TEG0,C6TEG0_SOYBN
672,3847.C6TEX3,C6TEX3,C6TEX3_SOYBN
673,3847.C6TF30,C6TF30,C6TF30_SOYBN
674,3847.C6TFN5,C6TFN5,C6TFN5_SOYBN
675,3847.C6TFQ3,C6TFQ3,C6TFQ3_SOYBN
676,3847.C6TG08,C6TG08,C6TG08_SOYBN
677,3847.C6TG33,C6TG33,C6TG33_SOYBN
678,3847.C6TG52,C6TG52,C6TG52_SOYBN
679,3847.C6TGE0,C6TGE0,C6TGE0_SOYBN
680,3847.C6TGR5,C6TGR5,C6TGR5_SOYBN
681,3847.C6TGU0,C6TGU0,DHAR3
682,3847.C6TGX5,C6TGX5,C6TGX5_SOYBN
683,3847.C6THG7,C6THG7,C6THG7_SOYBN
684,3847.C6THT3,C6THT3,GMBZIP33
685,3847.C6TI82,C6TI82,C6TI82_SOYBN
686,3847.C6TIA7,C6TIA7,C6TIA7_SOYBN
687,3847.C6TIB3,C6TIB3,C6TIB3_SOYBN
688,3847.C6TIH1,C6TIH1,C6TIH1_SOYBN
689,3847.C6TIJ7,C6TIJ7,C6TIJ7_SOYBN
690,3847.C6TIY9,C6TIY9,C6TIY9_SOYBN
691,3847.C6TJ94,C6TJ94,C6TJ94_SOYBN
692,3847.C6TJC1,C6TJC1,GSTU50
693,3847.C6TKB5,C6TKB5,C6TKB5_SOYBN
694,3847.C6TKB8,C6TKB8,C6TKB8_SOYBN
695,3847.C6TKE5,C6TKE5,WRKY33
696,3847.C6TKK5,C6TKK5,C6TKK5_SOYBN
697,3847.C6TKS0,C6TKS0,C6TKS0_SOYBN
698,3847.C6TM99,C6TM99,MYBJ1
699,3847.C6TMP6,C6TMP6,C6TMP6_SOYBN
700,3847.C6TN19,C6TN19,C6TN19_SOYBN
701,3847.C6TNR7,C6TNR7,C6TNR7_SOYBN
702,3847.C6ZQJ7,C6ZQJ7,GST
703,3847.C6ZRN4,C6ZRN4,C6ZRN4_SOYBN
704,3847.C6ZRN6,C6ZRN6,C6ZRN6_SOYBN
705,3847.C6ZRP0,C6ZRP0,C6ZRP0_SOYBN
706,3847.C6ZRP4,C6ZRP4,C6ZRP4_SOYBN
707,3847.C6ZRQ1,C6ZRQ1,C6ZRQ1_SOYBN
708,3847.C6ZRQ2,C6ZRQ2,C6ZRQ2_SOYBN
709,3847.C6ZRQ9,C6ZRQ9,C6ZRQ9_SOYBN
710,3847.C6ZRR1,C6ZRR1,C6ZRR1_SOYBN
711,3847.C6ZRR3,C6ZRR3,C6ZRR3_SOYBN
712,3847.C6ZRR4,C6ZRR4,C6ZRR4_SOYBN
713,3847.C6ZRR6,C6ZRR6,C6ZRR6_SOYBN
714,3847.C6ZRT7,C6ZRT7,PTI1
715,3847.C6ZRU1,C6ZRU1,C6ZRU1_SOYBN
716,3847.C6ZRU2,C6ZRU2,C6ZRU2_SOYBN
717,3847.C6ZRU8,C6ZRU8,C6ZRU8_SOYBN
718,3847.C6ZRV5,C6ZRV5,C6ZRV5_SOYBN
719,3847.C6ZRW5,C6ZRW5,C6ZRW5_SOYBN
720,3847.C6ZRW6,C6ZRW6,C6ZRW6_SOYBN
721,3847.C6ZRW9,C6ZRW9,C6ZRW9_SOYBN
722,3847.C6ZRX1,C6ZRX1,C6ZRX1_SOYBN
723,3847.C6ZRY1,C6ZRY1,C6ZRY1_SOYBN
724,3847.C9WA59,C9WA59,AP2-1
725,3847.C9WA60,C9WA60,AP2-2
726,3847.C9WA62,C9WA62,AP2-4
727,3847.C9WA63,C9WA63,AP2-5
728,3847.D0EP03,D0EP03,COL8
729,3847.D0EP04,D0EP04,COL9
730,3847.D0EP05,D0EP05,COL10
731,3847.D2D5G3,D2D5G3,SMT2-1
732,3847.D8L1Z5,D8L1Z5,MYB176
733,3847.D9ICY5,D9ICY5,EBP
734,3847.D9IXB2,D9IXB2,D9IXB2_SOYBN
735,3847.E0A2W1,E0A2W1,AN1
736,3847.E0WC41,E0WC41,NF-YA1
737,3847.E0WC42,E0WC42,NF-YB1a
738,3847.E4W696,E4W696,GMMYB047
739,3847.E4W697,E4W697,E4W697_SOYBN
740,3847.E4W6A0,E4W6A0,E4W6A0_SOYBN
741,3847.F5HQF1,F5HQF1,W2
742,3847.F8SMC5,F8SMC5,F8SMC5_SOYBN
743,3847.F8WRI5,F8WRI5,g-tmt
744,3847.G0Z354,G0Z354,G0Z354_SOYBN
745,3847.G0Z355,G0Z355,G0Z355_SOYBN
746,3847.G3ECQ9,G3ECQ9,G3ECQ9_SOYBN
747,3847.G9I8U0,G9I8U0,G9I8U0_SOYBN
748,3847.H2BER5,H2BER5,ERF5
749,3847.H2D4C3,H2D4C3,ERF5-2
750,3847.H2D4C4,H2D4C4,ERF7
751,3847.H2EUM8,H2EUM8,H2EUM8_SOYBN
752,3847.I1J4C9,I1J4C9,I1J4C9_SOYBN
753,3847.I1J4I5,I1J4I5,I1J4I5_SOYBN
754,3847.I1J4I6,I1J4I6,I1J4I6_SOYBN
755,3847.I1J4K9,I1J4K9,GMPHR1
756,3847.I1J4T3,I1J4T3,I1J4T3_SOYBN
757,3847.I1J4X0,I1J4X0,I1J4X0_SOYBN
758,3847.I1J4Y9,I1J4Y9,I1J4Y9_SOYBN
759,3847.I1J515,I1J515,I1J515_SOYBN
760,3847.I1J570,I1J570,I1J570_SOYBN
761,3847.I1J584,I1J584,I1J584_SOYBN
762,3847.I1J5B5,I1J5B5,I1J5B5_SOYBN
763,3847.I1J5G9,I1J5G9,MYB158
764,3847.I1J5H6,I1J5H6,I1J5H6_SOYBN
765,3847.I1J5K6,I1J5K6,I1J5K6_SOYBN
766,3847.I1J5L5,I1J5L5,I1J5L5_SOYBN
767,3847.I1J5L7,I1J5L7,I1J5L7_SOYBN
768,3847.I1J5M4,I1J5M4,I1J5M4_SOYBN
769,3847.I1J5N3,I1J5N3,I1J5N3_SOYBN
770,3847.I1J5U2,I1J5U2,I1J5U2_SOYBN
771,3847.I1J5Y5,I1J5Y5,WRKY32
772,3847.I1J664,I1J664,I1J664_SOYBN
773,3847.I1J669,I1J669,I1J669_SOYBN
774,3847.I1J698,I1J698,I1J698_SOYBN
775,3847.I1J6C6,I1J6C6,I1J6C6_SOYBN
776,3847.I1J6D4,I1J6D4,I1J6D4_SOYBN
777,3847.I1J6D7,I1J6D7,I1J6D7_SOYBN
778,3847.I1J6F8,I1J6F8,I1J6F8_SOYBN
779,3847.I1J6I2,I1J6I2,I1J6I2_SOYBN
780,3847.I1J6P8,I1J6P8,I1J6P8_SOYBN
781,3847.I1J6T1,I1J6T1,I1J6T1_SOYBN
782,3847.I1J6U3,I1J6U3,I1J6U3_SOYBN
783,3847.I1J6W7,I1J6W7,I1J6W7_SOYBN
784,3847.I1J727,I1J727,I1J727_SOYBN
785,3847.I1J758,I1J758,I1J758_SOYBN
786,3847.I1J7E1,I1J7E1,I1J7E1_SOYBN
787,3847.I1J7H8,I1J7H8,I1J7H8_SOYBN
788,3847.I1J7N3,I1J7N3,I1J7N3_SOYBN
789,3847.I1J7Y6,I1J7Y6,I1J7Y6_SOYBN
790,3847.I1J801,I1J801,I1J801_SOYBN
791,3847.I1J807,I1J807,I1J807_SOYBN
792,3847.I1J828,I1J828,I1J828_SOYBN
793,3847.I1J845,I1J845,I1J845_SOYBN
794,3847.I1J849,I1J849,I1J849_SOYBN
795,3847.I1J891,I1J891,I1J891_SOYBN
796,3847.I1J8C1,I1J8C1,I1J8C1_SOYBN
797,3847.I1J8J4,I1J8J4,I1J8J4_SOYBN
798,3847.I1J8P1,I1J8P1,I1J8P1_SOYBN
799,3847.I1J8P9,I1J8P9,I1J8P9_SOYBN
800,3847.I1J8U9,I1J8U9,I1J8U9_SOYBN
